處理編號,車種1,車種2,車種3,車種4,車種5,車種6,車種7,當事者區分.類別.1,當事者區分.類別.2,當事者區分.類別.3,當事者區分.類別.4,當事者區分.類別.5,當事者區分.類別.6,當事者區分.類別.7,年齡1,年齡2,年齡3,年齡4,年齡5,年齡6,年齡7,受傷程度1,受傷程度2,受傷程度3,受傷程度4,受傷程度5,受傷程度6,受傷程度7,車輛牌照號碼1,車輛牌照號碼2,車輛牌照號碼3,車輛牌照號碼4,車輛牌照號碼5,車輛牌照號碼6,車輛牌照號碼7,車輛用途1,車輛用途2,車輛用途3,車輛用途4,車輛用途5,車輛用途6,車輛用途7,駕駛資格情形1,駕駛資格情形2,駕駛資格情形3,駕駛資格情形4,駕駛資格情形5,駕駛資格情形6,駕駛資格情形7,飲酒情形1,飲酒情形2,飲酒情形3,飲酒情形4,飲酒情形5,飲酒情形6,飲酒情形7,車輛撞擊部位最初1,車輛撞擊部位最初2,車輛撞擊部位最初3,車輛撞擊部位最初4,車輛撞擊部位最初5,車輛撞擊部位最初6,車輛撞擊部位最初7,肇事因素個別1,肇事因素個別2,肇事因素個別3,肇事因素個別4,肇事因素個別5,肇事因素個別6,肇事因素個別7,肇事因素主要1,肇事因素主要2,肇事因素主要3,肇事因素主要4,肇事因素主要5,肇事因素主要6,肇事因素主要7,職.業1,職.業2,職.業3,職.業4,職.業5,職.業6,職.業7,旅次目的1,旅次目的2,旅次目的3,旅次目的4,旅次目的5,旅次目的6,旅次目的7,國籍1,國籍2,國籍3,國籍4,國籍5,國籍6,國籍7
10306YY000034,計程車 小客車,行人 人,,,,,,小客車計程車,行人,,,,,,57,76,,,,,,未受傷,受傷,,,,,,VX***0代號2385,,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經檢測無酒精反應,非駕駛人，未檢測,,,,,,汽車後車尾,非汽（機）車,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,汽車、火車駕駛員及船員,無業者,,,,,,運輸,其他,,,,,,本國,本國,
10306YY000037,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,27,32,,,,,,受傷,未受傷,,,,,,15****B代號2702,AA*****7代號2703,,,,,,其他,其他,,,,,,無照（已達考照年齡）,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,農林漁牧工作者,服務工作者,,,,,,購物,觀光旅遊,,,,,,本國,本國,
10306YY000039,普通重型 機車, ,乘客 人,,,,,機車普通重型,,乘客,,,,,20,0,19,,,,,受傷,,受傷,,,,,23****W代號2704,,23****W代號2704,,,,,其他,,其他,,,,,有適當之駕照,,非汽（機）車駕駛人,,,,,經檢測無酒精反應,,經檢測無酒精反應,,,,,機車右側車身,,非汽（機）車,,,,,未依規定減速,尚未發現肇事因素,尚未發現肇事因素,,,,,未依規定減速,未依規定減速,未依規定減速,,,,,高中生,,高中生,,,,,觀光旅遊,,觀光旅遊,,,,,本國,本國,本國
10306YY000040,行人 人,自用 小貨車(含客、貨兩用),,,,,,行人,小貨車自用,,,,,,13,35,,,,,,受傷,未受傷,,,,,,,6F****9代號2705,,,,,,非駕駛人及乘客,其他,,,,,,非汽（機）車駕駛人,有適當之駕照,,,,,,非駕駛人，未檢測,經檢測無酒精反應,,,,,,非汽（機）車,汽車右側車身,,,,,,穿越道路未注意左右來車,違規超車,,,,,,穿越道路未注意左右來車,穿越道路未注意左右來車,,,,,,小學生,服務工作者,,,,,,上、下學,運輸,,,,,,本國,本國,
10306YY000041,自用 小貨車(含客、貨兩用),自用 小客車,,,,,,小貨車自用,小客車自用,,,,,,53,49,,,,,,未受傷,未受傷,,,,,,95****X代號2706,VW****5代號2707,,,,,,其他,其他,,,,,,有適當之駕照,不明,,,,,,經檢測無酒精反應,不明,,,,,,汽車後車尾,汽車前車頭,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10306YY000047,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,20,49,,,,,,受傷,未受傷,,,,,,AD*****2代號2708,17****S代號2709,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車右後車尾（身）,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,其他,家庭主婦（夫）,,,,,,上、下班,其他,,,,,,本國,本國,
10306YY000050,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,52,22,,,,,,未受傷,未受傷,,,,,,8L****5代號2710,6F****3代號2711,,,,,,其他,其他,,,,,,有適當之駕照,不明,,,,,,經檢測無酒精反應,經觀察未飲酒,,,,,,汽車後車尾,汽車前車頭,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10306YY000052,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,36,33,,,,,,未受傷,未受傷,,,,,,7N****2代號2712,14****S代號2713,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經觀察未飲酒,經觀察未飲酒,,,,,,汽車左前車頭（身）,汽車右後車尾（身）,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,家庭主婦（夫）,服務工作者,,,,,,購物,購物,,,,,,非本國,本國,
10306YY000054,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,28,24,,,,,,未受傷,受傷,,,,,,05****2代號2714,Z7****5代號2715,,,,,,其他,其他,,,,,,有適當之駕照,無照（已達考照年齡）,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車後車尾,汽車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,事務工作者,非技術工及體力工,,,,,,上、下班,其他,,,,,,本國,本國,
10306YY000055,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,37,36,,,,,,受傷,未受傷,,,,,,71****T代號2716,6F****3代號2717,,,,,,其他,其他,,,,,,越級駕駛,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車右側車身,汽車左前車頭（身）,,,,,,違規超車,尚未發現肇事因素,,,,,,違規超車,違規超車,,,,,,服務工作者,其他,,,,,,上、下班,其他,,,,,,本國,本國,
10306YY000056,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,24,25,,,,,,未受傷,未受傷,,,,,,80****T代號2718,10****V代號251,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,汽車左後車尾（身）,,,,,,未保持行車安全間隔,未保持行車安全間隔,,,,,,未保持行車安全間隔,未保持行車安全間隔,,,,,,其他,其他,,,,,,其他,上、下班,,,,,,本國,本國,
10306YY000060,普通重型 機車,普通重型 機車,乘客 人,,,,,機車普通重型,機車普通重型,乘客,,,,,18,22,18,,,,,受傷,受傷,受傷,,,,,06****Z代號2719,77****C代號2720,77****C代號2720,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,機車右側車身,機車左側車身,非汽（機）車,,,,,未保持行車安全距離,左轉彎未依規定,尚未發現肇事因素,,,,,未保持行車安全距離,未保持行車安全距離,未保持行車安全距離,,,,,高中生,其他,其他,,,,,購物,購物,購物,,,,,本國,本國,本國
10306YY000061,自用 小客車, ,,,,,,小客車自用,,,,,,,33,0,,,,,,受傷,,,,,,,17****8代號2721,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,汽車前車頭,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,服務工作者,,,,,,,上、下班,,,,,,,本國,本國,
10306YY000063,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,34,29,,,,,,受傷,受傷,,,,,,79****C代號2722,PZ****8代號2723,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車後車尾,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,服務工作者,農林漁牧工作者,,,,,,觀光旅遊,上、下班,,,,,,本國,本國,
10306YY000068,自用 小客車,行人 人,,,,,,小客車自用,行人,,,,,,31,69,,,,,,未受傷,受傷,,,,,,AA*****8代號2724,,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經呼氣檢測0.41至0.55mg∕L或血液檢測0.081至0.11,非駕駛人，未檢測,,,,,,汽車右前車頭（身）,非汽（機）車,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,事務工作者,服務工作者,,,,,,社交活動,社交活動,,,,,,本國,本國,
10306YY000069,自用 小客車,行人 人,,,,,,小客車自用,行人,,,,,,59,5,,,,,,未受傷,受傷,,,,,,13****S代號2725,,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,無法檢測,非駕駛人，未檢測,,,,,,汽車前車頭,非汽（機）車,,,,,,未注意車前狀態,未依規定行走行人穿越道、地下道、天橋而穿越道路,,,,,,未注意車前狀態,未注意車前狀態,,,,,,事務工作者,小學生,,,,,,業務聯繫,其他,,,,,,本國,本國,
10306YY000072,自用 小客車,自用 小貨車(含客、貨兩用),,,,,,小客車自用,小貨車自用,,,,,,40,28,,,,,,未受傷,未受傷,,,,,,6F****1代號2726,02****X代號2727,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車前車頭,汽車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,服務工作者,服務工作者,,,,,,購物,購物,,,,,,本國,本國,
10306YY000073,普通重型 機車,普通重型 機車,乘客 人,,,,,機車普通重型,機車普通重型,乘客,,,,,19,32,6,,,,,受傷,受傷,受傷,,,,,13****Z代號2728,78****F代號2729,78****F代號2729,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,機車前車頭,機車左側車身,非汽（機）車,,,,,未保持行車安全距離,左轉彎未依規定,尚未發現肇事因素,,,,,未保持行車安全距離,未保持行車安全距離,未保持行車安全距離,,,,,服務工作者,家庭主婦（夫）,小學生,,,,,社交活動,購物,購物,,,,,本國,本國,本國
10306YY000075,計程車 小客車,普通輕型 機車,,,,,,小客車計程車,機車普通輕型,,,,,,57,52,,,,,,未受傷,受傷,,,,,,19***5代號2730,WZ****7代號2731,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車左側車身,,,,,,右轉彎未依規定,未保持行車安全距離,,,,,,右轉彎未依規定,右轉彎未依規定,,,,,,汽車、火車駕駛員及船員,農林漁牧工作者,,,,,,運輸,業務聯繫,,,,,,本國,本國,
10306YY000076,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,32,32,,,,,,受傷,未受傷,,,,,,PZ****7代號2732,23****S代號2733,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,汽車右前車頭（身）,,,,,,迴轉未依規定,未注意車前狀態,,,,,,迴轉未依規定,迴轉未依規定,,,,,,服務工作者,事務工作者,,,,,,上、下班,社交活動,,,,,,本國,本國,
10306YY000077,腳踏自行車 慢車, ,,,,,,腳踏自行車,,,,,,,56,0,,,,,,受傷,,,,,,,,,,,,,,其他,,,,,,,非汽（機）車駕駛人,,,,,,,經呼氣檢測未超過0.15mg∕L或血液檢測未超過0.03,,,,,,,非汽（機）車,,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,售貨員,,,,,,,社交活動,,,,,,,本國,本國,
10306YZ000001,自用 小貨車(含客、貨兩用),小型輕型 機車,乘客 人,,,,,小貨車自用,機車小型輕型,乘客,,,,,22,79,76,,,,,未受傷,受傷,受傷,,,,,08****V代號2734,WZ****2代號2735,WZ****2代號2735,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車左側車身,機車右側車身,非汽（機）車,,,,,起步未注意其他車（人）安全,未注意車前狀態,尚未發現肇事因素,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,服務工作者,無業者,無業者,,,,,運輸,購物,其他,,,,,本國,本國,本國
10306YZ000002,租賃車 小客車,普通重型 機車,,,,,,小客車租貸車,機車普通重型,,,,,,46,48,,,,,,未受傷,受傷,,,,,,00****J代號2736,PZ****9代號2737,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,不明,技術工,,,,,,觀光旅遊,其他,,,,,,本國,本國,
10306YZ000004,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,25,20,,,,,,未受傷,受傷,,,,,,HA****8代號2738,51****X代號2739,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左側車身,機車右側車身,,,,,,起步未注意其他車（人）安全,未注意車前狀態,,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,,技術員及助理人員,大學（研究）生,,,,,,購物,上、下學,,,,,,本國,本國,
10306YZ000005,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,45,19,,,,,,受傷,受傷,,,,,,38****G代號2740,AD*****9代號2741,,,,,,其他,其他,,,,,,越級駕駛,有適當之駕照,,,,,,經呼氣檢測未超過0.15mg∕L或血液檢測未超過0.03,經檢測無酒精反應,,,,,,機車前車頭,機車前車頭,,,,,,起步未注意其他車（人）安全,未注意車前狀態,,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10306YZ000006,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,23,19,,,,,,受傷,未受傷,,,,,,32****V代號1617,99****U代號2742,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,服務工作者,技術工,,,,,,上、下班,上、下班,,,,,,本國,本國,
10306YZ000007,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,19,23,,,,,,受傷,受傷,,,,,,17****R代號2743,89****A代號2744,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,機車前車頭,,,,,,未依規定減速,未依規定讓車,,,,,,未依規定減速,未依規定減速,,,,,,技術工,其他,,,,,,上、下班,社交活動,,,,,,本國,本國,
10306YZ000008,電動自行車 慢車,普通重型 機車,乘客 人,,,,,電動自行車,機車普通重型,乘客,,,,,78,22,22,,,,,受傷,受傷,受傷,,,,,,26****T代號1893,26****T代號1893,,,,,其他,其他,其他,,,,,非汽（機）車駕駛人,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,非汽（機）車,機車前車頭,非汽（機）車,,,,,左轉彎未依規定,未注意車前狀態,尚未發現肇事因素,,,,,左轉彎未依規定,左轉彎未依規定,左轉彎未依規定,,,,,無業者,大學（研究）生,大學（研究）生,,,,,其他,其他,其他,,,,,本國,本國,本國
10306YZ000009,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,31,22,,,,,,未受傷,受傷,,,,,,03****X代號2745,07****W代號2746,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車前車頭,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,事務工作者,大學（研究）生,,,,,,其他,其他,,,,,,本國,本國,
10306YZ000010,公營公車 大客車,自用 小貨車(含客、貨兩用),,,,,,公營公車,小貨車自用,,,,,,33,51,,,,,,未受傷,未受傷,,,,,,VU***1代號2747,AA*****5代號2748,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經觀察未飲酒,,,,,,汽車左後車尾（身）,汽車左後車尾（身）,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,汽車、火車駕駛員及船員,技術工,,,,,,運輸,業務聯繫,,,,,,本國,本國,
10306YZ000011,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,51,19,,,,,,未受傷,受傷,,,,,,RS****5代號2749,16****C代號2750,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,無法檢測,無法檢測,,,,,,汽車左側車身,機車前車頭,,,,,,開啟車門不當而肇事,尚未發現肇事因素,,,,,,開啟車門不當而肇事,開啟車門不當而肇事,,,,,,售貨員,售貨員,,,,,,購物,其他,,,,,,本國,本國,
10306YZ000012,自用 小客車,計程車 小客車,,,,,,小客車自用,小客車計程車,,,,,,29,55,,,,,,未受傷,未受傷,,,,,,05****7代號2751,15***5代號2752,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經觀察未飲酒,經觀察未飲酒,,,,,,汽車左前車頭（身）,汽車左後車尾（身）,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,汽車、火車駕駛員及船員,汽車、火車駕駛員及船員,,,,,,購物,運輸,,,,,,本國,本國,
10306YZ000017,自用 小貨車(含客、貨兩用),普通重型 機車,,,,,,小貨車自用,機車普通重型,,,,,,55,24,,,,,,未受傷,受傷,,,,,,07****2代號2753,69****A代號2754,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10306YZ000018,普通重型 機車, ,,,,,,機車普通重型,,,,,,,55,0,,,,,,受傷,,,,,,,NM****8代號2755,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經呼氣檢測超過0.80mg∕L或血液檢測超過0.16,,,,,,,機車前車頭,,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,專業人員,,,,,,,其他,,,,,,,本國,本國,
10306YZ000022,普通重型 機車,自用 小貨車(含客、貨兩用),,,,,,機車普通重型,小貨車自用,,,,,,21,22,,,,,,受傷,未受傷,,,,,,08****Z代號2756,08****X代號2757,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,汽車右前車頭（身）,,,,,,違規超車,尚未發現肇事因素,,,,,,違規超車,違規超車,,,,,,大學（研究）生,服務工作者,,,,,,其他,業務聯繫,,,,,,本國,本國,
10306YZ000024,自用 小客車,普通重型 機車,乘客 人,,,,,小客車自用,機車普通重型,乘客,,,,,60,32,53,,,,,未受傷,受傷,受傷,,,,,6F****2代號2758,60****C代號2759,60****C代號2759,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經呼氣檢測超過0.80mg∕L或血液檢測超過0.16,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車前車頭,機車右側車身,非汽（機）車,,,,,酒醉（後）駕駛失控,未依規定減速,其他引起事故之疏失或行為,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,其他,其他,其他,,,,,其他,其他,其他,,,,,本國,本國,本國
10306YZ000025,營業用 小貨車(含客、貨兩用),普通重型 機車,,,,,,小貨車營業用,機車普通重型,,,,,,34,31,,,,,,未受傷,受傷,,,,,,02***R代號1636,63****G代號2760,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,不明,機車右側車身,,,,,,裝載未盡安全措施,尚未發現肇事因素,,,,,,裝載未盡安全措施,裝載未盡安全措施,,,,,,技術工,技術員及助理人員,,,,,,運輸,業務聯繫,,,,,,本國,本國,
10306YZ000026,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,29,59,,,,,,,,,,,,,26****S代號2761,6F****7代號2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
